_id,year,region,province,area,sex,age_group,value,unit,source
791,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,ชาย,75 - 79 ปี,38653,คน,สำนักงานสถิติแห่งชาติ
792,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,75 - 79 ปี,56251,คน,สำนักงานสถิติแห่งชาติ
793,2533,กรุงเทพมหานคร,กรุงเทพมหานคร,รวม,รวม,80 ปีขึ้นไป   ,38497,คน,สำนักงานสถิติแห่งชาติ
794,2533,กรุงเทพมหานคร,กรุงเทพมหานคร,รวม,ชาย,80 ปีขึ้นไป   ,13635,คน,สำนักงานสถิติแห่งชาติ
795,2533,กรุงเทพมหานคร,กรุงเทพมหานคร,รวม,หญิง,80 ปีขึ้นไป   ,24862,คน,สำนักงานสถิติแห่งชาติ
796,2533,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,80 ปีขึ้นไป   ,38497,คน,สำนักงานสถิติแห่งชาติ
797,2533,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,ชาย,80 ปีขึ้นไป   ,13635,คน,สำนักงานสถิติแห่งชาติ
798,2533,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,80 ปีขึ้นไป   ,24862,คน,สำนักงานสถิติแห่งชาติ
799,2543,กรุงเทพมหานคร,กรุงเทพมหานคร,รวม,รวม,80 ปีขึ้นไป   ,54902,คน,สำนักงานสถิติแห่งชาติ
800,2543,กรุงเทพมหานคร,กรุงเทพมหานคร,รวม,ชาย,80 ปีขึ้นไป   ,19216,คน,สำนักงานสถิติแห่งชาติ
801,2543,กรุงเทพมหานคร,กรุงเทพมหานคร,รวม,หญิง,80 ปีขึ้นไป   ,35686,คน,สำนักงานสถิติแห่งชาติ
802,2543,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,80 ปีขึ้นไป   ,54902,คน,สำนักงานสถิติแห่งชาติ
803,2543,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,ชาย,80 ปีขึ้นไป   ,19216,คน,สำนักงานสถิติแห่งชาติ
804,2543,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,80 ปีขึ้นไป   ,35686,คน,สำนักงานสถิติแห่งชาติ
805,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,รวม,รวม,80 ปีขึ้นไป   ,105762,คน,สำนักงานสถิติแห่งชาติ
806,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,รวม,ชาย,80 ปีขึ้นไป   ,39953,คน,สำนักงานสถิติแห่งชาติ
807,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,รวม,หญิง,80 ปีขึ้นไป   ,65808,คน,สำนักงานสถิติแห่งชาติ
808,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,รวม,80 ปีขึ้นไป   ,105762,คน,สำนักงานสถิติแห่งชาติ
809,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,ชาย,80 ปีขึ้นไป   ,39953,คน,สำนักงานสถิติแห่งชาติ
810,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,ในเขตเทศบาล,หญิง,80 ปีขึ้นไป   ,65808,คน,สำนักงานสถิติแห่งชาติ
811,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,นอกเขตเทศบาล,รวม,80 ปีขึ้นไป   ,0,คน,สำนักงานสถิติแห่งชาติ
812,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,นอกเขตเทศบาล,ชาย,80 ปีขึ้นไป   ,0,คน,สำนักงานสถิติแห่งชาติ
813,2553,กรุงเทพมหานคร,กรุงเทพมหานคร,นอกเขตเทศบาล,หญิง,80 ปีขึ้นไป   ,0,คน,สำนักงานสถิติแห่งชาติ
814,2533,ภาคกลาง,รวม,รวม,รวม,รวม,12076724,คน,สำนักงานสถิติแห่งชาติ
815,2533,ภาคกลาง,รวม,รวม,ชาย,รวม,5922219,คน,สำนักงานสถิติแห่งชาติ
816,2533,ภาคกลาง,รวม,รวม,หญิง,รวม,6154505,คน,สำนักงานสถิติแห่งชาติ
817,2533,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,รวม,1470249,คน,สำนักงานสถิติแห่งชาติ
818,2533,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,รวม,711505,คน,สำนักงานสถิติแห่งชาติ
819,2533,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,รวม,758744,คน,สำนักงานสถิติแห่งชาติ
820,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,รวม,10606475,คน,สำนักงานสถิติแห่งชาติ
821,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,รวม,5210714,คน,สำนักงานสถิติแห่งชาติ
822,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,รวม,5395761,คน,สำนักงานสถิติแห่งชาติ
823,2543,ภาคกลาง,รวม,รวม,รวม,รวม,14215503,คน,สำนักงานสถิติแห่งชาติ
824,2543,ภาคกลาง,รวม,รวม,ชาย,รวม,6959463,คน,สำนักงานสถิติแห่งชาติ
825,2543,ภาคกลาง,รวม,รวม,หญิง,รวม,7256040,คน,สำนักงานสถิติแห่งชาติ
826,2543,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,รวม,4911359,คน,สำนักงานสถิติแห่งชาติ
827,2543,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,รวม,2369083,คน,สำนักงานสถิติแห่งชาติ
828,2543,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,รวม,2542276,คน,สำนักงานสถิติแห่งชาติ
829,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,รวม,9304144,คน,สำนักงานสถิติแห่งชาติ
830,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,รวม,4590380,คน,สำนักงานสถิติแห่งชาติ
831,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,รวม,4713764,คน,สำนักงานสถิติแห่งชาติ
832,2553,ภาคกลาง,รวม,รวม,รวม,รวม,18183308,คน,สำนักงานสถิติแห่งชาติ
833,2553,ภาคกลาง,รวม,รวม,ชาย,รวม,8931091,คน,สำนักงานสถิติแห่งชาติ
834,2553,ภาคกลาง,รวม,รวม,หญิง,รวม,9252218,คน,สำนักงานสถิติแห่งชาติ
835,2553,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,รวม,8280992,คน,สำนักงานสถิติแห่งชาติ
836,2553,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,รวม,4026629,คน,สำนักงานสถิติแห่งชาติ
837,2553,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,รวม,4254363,คน,สำนักงานสถิติแห่งชาติ
838,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,รวม,9902316,คน,สำนักงานสถิติแห่งชาติ
839,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,รวม,4904461,คน,สำนักงานสถิติแห่งชาติ
840,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,รวม,4997855,คน,สำนักงานสถิติแห่งชาติ
841,2533,ภาคกลาง,รวม,รวม,รวม,0 - 4 ปี,904131,คน,สำนักงานสถิติแห่งชาติ
842,2533,ภาคกลาง,รวม,รวม,ชาย,0 - 4 ปี,464784,คน,สำนักงานสถิติแห่งชาติ
843,2533,ภาคกลาง,รวม,รวม,หญิง,0 - 4 ปี,439347,คน,สำนักงานสถิติแห่งชาติ
844,2533,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,0 - 4 ปี,101291,คน,สำนักงานสถิติแห่งชาติ
845,2533,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,0 - 4 ปี,52111,คน,สำนักงานสถิติแห่งชาติ
846,2533,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,0 - 4 ปี,49180,คน,สำนักงานสถิติแห่งชาติ
847,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,0 - 4 ปี,802840,คน,สำนักงานสถิติแห่งชาติ
848,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,0 - 4 ปี,412673,คน,สำนักงานสถิติแห่งชาติ
849,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,0 - 4 ปี,390167,คน,สำนักงานสถิติแห่งชาติ
850,2543,ภาคกลาง,รวม,รวม,รวม,0 - 4 ปี,988793,คน,สำนักงานสถิติแห่งชาติ
851,2543,ภาคกลาง,รวม,รวม,ชาย,0 - 4 ปี,510226,คน,สำนักงานสถิติแห่งชาติ
852,2543,ภาคกลาง,รวม,รวม,หญิง,0 - 4 ปี,478567,คน,สำนักงานสถิติแห่งชาติ
853,2543,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,0 - 4 ปี,312383,คน,สำนักงานสถิติแห่งชาติ
854,2543,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,0 - 4 ปี,161173,คน,สำนักงานสถิติแห่งชาติ
855,2543,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,0 - 4 ปี,151210,คน,สำนักงานสถิติแห่งชาติ
856,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,0 - 4 ปี,676410,คน,สำนักงานสถิติแห่งชาติ
857,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,0 - 4 ปี,349053,คน,สำนักงานสถิติแห่งชาติ
858,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,0 - 4 ปี,327357,คน,สำนักงานสถิติแห่งชาติ
859,2553,ภาคกลาง,รวม,รวม,รวม,0 - 4 ปี,894014,คน,สำนักงานสถิติแห่งชาติ
860,2553,ภาคกลาง,รวม,รวม,ชาย,0 - 4 ปี,458474,คน,สำนักงานสถิติแห่งชาติ
861,2553,ภาคกลาง,รวม,รวม,หญิง,0 - 4 ปี,435539,คน,สำนักงานสถิติแห่งชาติ
862,2553,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,0 - 4 ปี,348189,คน,สำนักงานสถิติแห่งชาติ
863,2553,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,0 - 4 ปี,175212,คน,สำนักงานสถิติแห่งชาติ
864,2553,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,0 - 4 ปี,172977,คน,สำนักงานสถิติแห่งชาติ
865,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,0 - 4 ปี,545825,คน,สำนักงานสถิติแห่งชาติ
866,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,0 - 4 ปี,283263,คน,สำนักงานสถิติแห่งชาติ
867,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,0 - 4 ปี,262562,คน,สำนักงานสถิติแห่งชาติ
868,2533,ภาคกลาง,รวม,รวม,รวม,5 - 9 ปี,1115651,คน,สำนักงานสถิติแห่งชาติ
869,2533,ภาคกลาง,รวม,รวม,ชาย,5 - 9 ปี,572425,คน,สำนักงานสถิติแห่งชาติ
870,2533,ภาคกลาง,รวม,รวม,หญิง,5 - 9 ปี,543226,คน,สำนักงานสถิติแห่งชาติ
871,2533,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,5 - 9 ปี,117931,คน,สำนักงานสถิติแห่งชาติ
872,2533,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,5 - 9 ปี,60120,คน,สำนักงานสถิติแห่งชาติ
873,2533,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,5 - 9 ปี,57811,คน,สำนักงานสถิติแห่งชาติ
874,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,5 - 9 ปี,997720,คน,สำนักงานสถิติแห่งชาติ
875,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,5 - 9 ปี,512305,คน,สำนักงานสถิติแห่งชาติ
876,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,5 - 9 ปี,485415,คน,สำนักงานสถิติแห่งชาติ
877,2543,ภาคกลาง,รวม,รวม,รวม,5 - 9 ปี,1085189,คน,สำนักงานสถิติแห่งชาติ
878,2543,ภาคกลาง,รวม,รวม,ชาย,5 - 9 ปี,559719,คน,สำนักงานสถิติแห่งชาติ
879,2543,ภาคกลาง,รวม,รวม,หญิง,5 - 9 ปี,525470,คน,สำนักงานสถิติแห่งชาติ
880,2543,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,5 - 9 ปี,335806,คน,สำนักงานสถิติแห่งชาติ
881,2543,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,5 - 9 ปี,172975,คน,สำนักงานสถิติแห่งชาติ
882,2543,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,5 - 9 ปี,162831,คน,สำนักงานสถิติแห่งชาติ
883,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,5 - 9 ปี,749383,คน,สำนักงานสถิติแห่งชาติ
884,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,5 - 9 ปี,386744,คน,สำนักงานสถิติแห่งชาติ
885,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,5 - 9 ปี,362639,คน,สำนักงานสถิติแห่งชาติ
886,2553,ภาคกลาง,รวม,รวม,รวม,5 - 9 ปี,969934,คน,สำนักงานสถิติแห่งชาติ
887,2553,ภาคกลาง,รวม,รวม,ชาย,5 - 9 ปี,496497,คน,สำนักงานสถิติแห่งชาติ
888,2553,ภาคกลาง,รวม,รวม,หญิง,5 - 9 ปี,473436,คน,สำนักงานสถิติแห่งชาติ
889,2553,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,5 - 9 ปี,386507,คน,สำนักงานสถิติแห่งชาติ
890,2553,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,5 - 9 ปี,194391,คน,สำนักงานสถิติแห่งชาติ
891,2553,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,5 - 9 ปี,192116,คน,สำนักงานสถิติแห่งชาติ
892,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,5 - 9 ปี,583427,คน,สำนักงานสถิติแห่งชาติ
893,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,5 - 9 ปี,302106,คน,สำนักงานสถิติแห่งชาติ
894,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,5 - 9 ปี,281320,คน,สำนักงานสถิติแห่งชาติ
895,2533,ภาคกลาง,รวม,รวม,รวม,10 - 14 ปี,1245730,คน,สำนักงานสถิติแห่งชาติ
896,2533,ภาคกลาง,รวม,รวม,ชาย,10 - 14 ปี,633853,คน,สำนักงานสถิติแห่งชาติ
897,2533,ภาคกลาง,รวม,รวม,หญิง,10 - 14 ปี,611877,คน,สำนักงานสถิติแห่งชาติ
898,2533,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,10 - 14 ปี,137113,คน,สำนักงานสถิติแห่งชาติ
899,2533,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,10 - 14 ปี,69255,คน,สำนักงานสถิติแห่งชาติ
900,2533,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,10 - 14 ปี,67858,คน,สำนักงานสถิติแห่งชาติ
901,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,10 - 14 ปี,1108617,คน,สำนักงานสถิติแห่งชาติ
902,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,10 - 14 ปี,564598,คน,สำนักงานสถิติแห่งชาติ
903,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,10 - 14 ปี,544019,คน,สำนักงานสถิติแห่งชาติ
904,2543,ภาคกลาง,รวม,รวม,รวม,10 - 14 ปี,1084077,คน,สำนักงานสถิติแห่งชาติ
905,2543,ภาคกลาง,รวม,รวม,ชาย,10 - 14 ปี,555424,คน,สำนักงานสถิติแห่งชาติ
906,2543,ภาคกลาง,รวม,รวม,หญิง,10 - 14 ปี,528653,คน,สำนักงานสถิติแห่งชาติ
907,2543,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,10 - 14 ปี,340517,คน,สำนักงานสถิติแห่งชาติ
908,2543,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,10 - 14 ปี,173197,คน,สำนักงานสถิติแห่งชาติ
909,2543,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,10 - 14 ปี,167320,คน,สำนักงานสถิติแห่งชาติ
910,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,10 - 14 ปี,743560,คน,สำนักงานสถิติแห่งชาติ
911,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,10 - 14 ปี,382227,คน,สำนักงานสถิติแห่งชาติ
912,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,10 - 14 ปี,361333,คน,สำนักงานสถิติแห่งชาติ
913,2553,ภาคกลาง,รวม,รวม,รวม,10 - 14 ปี,1159282,คน,สำนักงานสถิติแห่งชาติ
914,2553,ภาคกลาง,รวม,รวม,ชาย,10 - 14 ปี,593010,คน,สำนักงานสถิติแห่งชาติ
915,2553,ภาคกลาง,รวม,รวม,หญิง,10 - 14 ปี,566272,คน,สำนักงานสถิติแห่งชาติ
916,2553,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,10 - 14 ปี,475642,คน,สำนักงานสถิติแห่งชาติ
917,2553,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,10 - 14 ปี,240558,คน,สำนักงานสถิติแห่งชาติ
918,2553,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,10 - 14 ปี,235085,คน,สำนักงานสถิติแห่งชาติ
919,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,10 - 14 ปี,683640,คน,สำนักงานสถิติแห่งชาติ
920,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,10 - 14 ปี,352453,คน,สำนักงานสถิติแห่งชาติ
921,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,10 - 14 ปี,331187,คน,สำนักงานสถิติแห่งชาติ
922,2533,ภาคกลาง,รวม,รวม,รวม,15 - 19 ปี,1221119,คน,สำนักงานสถิติแห่งชาติ
923,2533,ภาคกลาง,รวม,รวม,ชาย,15 - 19 ปี,606337,คน,สำนักงานสถิติแห่งชาติ
924,2533,ภาคกลาง,รวม,รวม,หญิง,15 - 19 ปี,614782,คน,สำนักงานสถิติแห่งชาติ
925,2533,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,15 - 19 ปี,149182,คน,สำนักงานสถิติแห่งชาติ
926,2533,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,15 - 19 ปี,71673,คน,สำนักงานสถิติแห่งชาติ
927,2533,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,15 - 19 ปี,77509,คน,สำนักงานสถิติแห่งชาติ
928,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,15 - 19 ปี,1071937,คน,สำนักงานสถิติแห่งชาติ
929,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,15 - 19 ปี,534664,คน,สำนักงานสถิติแห่งชาติ
930,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,15 - 19 ปี,537273,คน,สำนักงานสถิติแห่งชาติ
931,2543,ภาคกลาง,รวม,รวม,รวม,15 - 19 ปี,1186612,คน,สำนักงานสถิติแห่งชาติ
932,2543,ภาคกลาง,รวม,รวม,ชาย,15 - 19 ปี,596272,คน,สำนักงานสถิติแห่งชาติ
933,2543,ภาคกลาง,รวม,รวม,หญิง,15 - 19 ปี,590340,คน,สำนักงานสถิติแห่งชาติ
934,2543,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,15 - 19 ปี,408634,คน,สำนักงานสถิติแห่งชาติ
935,2543,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,15 - 19 ปี,200851,คน,สำนักงานสถิติแห่งชาติ
936,2543,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,15 - 19 ปี,207783,คน,สำนักงานสถิติแห่งชาติ
937,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,15 - 19 ปี,777978,คน,สำนักงานสถิติแห่งชาติ
938,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,15 - 19 ปี,395421,คน,สำนักงานสถิติแห่งชาติ
939,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,15 - 19 ปี,382557,คน,สำนักงานสถิติแห่งชาติ
940,2553,ภาคกลาง,รวม,รวม,รวม,15 - 19 ปี,1288725,คน,สำนักงานสถิติแห่งชาติ
941,2553,ภาคกลาง,รวม,รวม,ชาย,15 - 19 ปี,646502,คน,สำนักงานสถิติแห่งชาติ
942,2553,ภาคกลาง,รวม,รวม,หญิง,15 - 19 ปี,642223,คน,สำนักงานสถิติแห่งชาติ
943,2553,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,15 - 19 ปี,580392,คน,สำนักงานสถิติแห่งชาติ
944,2553,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,15 - 19 ปี,283292,คน,สำนักงานสถิติแห่งชาติ
945,2553,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,15 - 19 ปี,297101,คน,สำนักงานสถิติแห่งชาติ
946,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,15 - 19 ปี,708333,คน,สำนักงานสถิติแห่งชาติ
947,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,15 - 19 ปี,363211,คน,สำนักงานสถิติแห่งชาติ
948,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,15 - 19 ปี,345123,คน,สำนักงานสถิติแห่งชาติ
949,2533,ภาคกลาง,รวม,รวม,รวม,20 - 24 ปี,1243248,คน,สำนักงานสถิติแห่งชาติ
950,2533,ภาคกลาง,รวม,รวม,ชาย,20 - 24 ปี,619787,คน,สำนักงานสถิติแห่งชาติ
951,2533,ภาคกลาง,รวม,รวม,หญิง,20 - 24 ปี,623461,คน,สำนักงานสถิติแห่งชาติ
952,2533,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,20 - 24 ปี,159060,คน,สำนักงานสถิติแห่งชาติ
953,2533,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,20 - 24 ปี,77522,คน,สำนักงานสถิติแห่งชาติ
954,2533,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,20 - 24 ปี,81538,คน,สำนักงานสถิติแห่งชาติ
955,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,20 - 24 ปี,1084188,คน,สำนักงานสถิติแห่งชาติ
956,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,20 - 24 ปี,542265,คน,สำนักงานสถิติแห่งชาติ
957,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,20 - 24 ปี,541923,คน,สำนักงานสถิติแห่งชาติ
958,2543,ภาคกลาง,รวม,รวม,รวม,20 - 24 ปี,1332974,คน,สำนักงานสถิติแห่งชาติ
959,2543,ภาคกลาง,รวม,รวม,ชาย,20 - 24 ปี,672662,คน,สำนักงานสถิติแห่งชาติ
960,2543,ภาคกลาง,รวม,รวม,หญิง,20 - 24 ปี,660312,คน,สำนักงานสถิติแห่งชาติ
961,2543,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,20 - 24 ปี,509079,คน,สำนักงานสถิติแห่งชาติ
962,2543,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,20 - 24 ปี,244070,คน,สำนักงานสถิติแห่งชาติ
963,2543,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,20 - 24 ปี,265009,คน,สำนักงานสถิติแห่งชาติ
964,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,20 - 24 ปี,823895,คน,สำนักงานสถิติแห่งชาติ
965,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,20 - 24 ปี,428592,คน,สำนักงานสถิติแห่งชาติ
966,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,20 - 24 ปี,395303,คน,สำนักงานสถิติแห่งชาติ
967,2553,ภาคกลาง,รวม,รวม,รวม,20 - 24 ปี,1473120,คน,สำนักงานสถิติแห่งชาติ
968,2553,ภาคกลาง,รวม,รวม,ชาย,20 - 24 ปี,749440,คน,สำนักงานสถิติแห่งชาติ
969,2553,ภาคกลาง,รวม,รวม,หญิง,20 - 24 ปี,723680,คน,สำนักงานสถิติแห่งชาติ
970,2553,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,20 - 24 ปี,730222,คน,สำนักงานสถิติแห่งชาติ
971,2553,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,20 - 24 ปี,360950,คน,สำนักงานสถิติแห่งชาติ
972,2553,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,20 - 24 ปี,369272,คน,สำนักงานสถิติแห่งชาติ
973,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,20 - 24 ปี,742898,คน,สำนักงานสถิติแห่งชาติ
974,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,20 - 24 ปี,388490,คน,สำนักงานสถิติแห่งชาติ
975,2553,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,20 - 24 ปี,354408,คน,สำนักงานสถิติแห่งชาติ
976,2533,ภาคกลาง,รวม,รวม,รวม,25 - 29 ปี,1164331,คน,สำนักงานสถิติแห่งชาติ
977,2533,ภาคกลาง,รวม,รวม,ชาย,25 - 29 ปี,564364,คน,สำนักงานสถิติแห่งชาติ
978,2533,ภาคกลาง,รวม,รวม,หญิง,25 - 29 ปี,599967,คน,สำนักงานสถิติแห่งชาติ
979,2533,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,25 - 29 ปี,159686,คน,สำนักงานสถิติแห่งชาติ
980,2533,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,25 - 29 ปี,76968,คน,สำนักงานสถิติแห่งชาติ
981,2533,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,25 - 29 ปี,82718,คน,สำนักงานสถิติแห่งชาติ
982,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,25 - 29 ปี,1004645,คน,สำนักงานสถิติแห่งชาติ
983,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,25 - 29 ปี,487396,คน,สำนักงานสถิติแห่งชาติ
984,2533,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,25 - 29 ปี,517249,คน,สำนักงานสถิติแห่งชาติ
985,2543,ภาคกลาง,รวม,รวม,รวม,25 - 29 ปี,1351209,คน,สำนักงานสถิติแห่งชาติ
986,2543,ภาคกลาง,รวม,รวม,ชาย,25 - 29 ปี,658789,คน,สำนักงานสถิติแห่งชาติ
987,2543,ภาคกลาง,รวม,รวม,หญิง,25 - 29 ปี,692420,คน,สำนักงานสถิติแห่งชาติ
988,2543,ภาคกลาง,รวม,ในเขตเทศบาล,รวม,25 - 29 ปี,526857,คน,สำนักงานสถิติแห่งชาติ
989,2543,ภาคกลาง,รวม,ในเขตเทศบาล,ชาย,25 - 29 ปี,254172,คน,สำนักงานสถิติแห่งชาติ
990,2543,ภาคกลาง,รวม,ในเขตเทศบาล,หญิง,25 - 29 ปี,272685,คน,สำนักงานสถิติแห่งชาติ
991,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,รวม,25 - 29 ปี,824352,คน,สำนักงานสถิติแห่งชาติ
992,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,ชาย,25 - 29 ปี,404617,คน,สำนักงานสถิติแห่งชาติ
993,2543,ภาคกลาง,รวม,นอกเขตเทศบาล,หญิง,25 - 29 ปี,419735,คน,สำนักงานสถิติแห่งชาติ
