Province,Police station,Days of a week,road/bridge,Surface,Location,Location details,Condition,Quality,Traffic lines,Traffic light,Light Condition,Latitude,Longitude
ปทุมธานี,สภ.สามโคก,พุธ,ทล.3111,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0612039,100.5237386
ปทุมธานี,สภ.เมืองปทุมธานี,อาทิตย์,ทล.307,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0133116,100.5236226
นนทบุรี,สภ.ปากเกร็ด,เสาร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,,13.9241959,100.5234863
ปทุมธานี,สภ.สามโคก,พุธ,ทล.3111,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0663057,100.5234809
นนทบุรี,สภ.ปากเกร็ด,เสาร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงสลัว (เช้ามืด/พลบค่ำ),13.9240795,100.5233492
ปทุมธานี,สภ.เมืองปทุมธานี,เสาร์,ทล.307,คอนกรีต,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.012952,100.5232808
นนทบุรี,สภ.รัตนาธิเบศร์,จันทร์,ทล.302,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.8587966,100.5227911
นนทบุรี,สภ.ปากเกร็ด,พุธ,นบ.3019,คอนกรีต,ทางหลัก,จุดกลับรถ,แห้ง,เรียบ (Smooth),มีแต่ไม่ชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9142107,100.5227782
ปทุมธานี,สภ.เมืองปทุมธานี,อาทิตย์,ทล.307,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีแต่ไม่ชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0111914,100.5226815
ปทุมธานี,สภ.เมืองปทุมธานี,อาทิตย์,ทล.307,คอนกรีต,ทางหลัก,จุดกลับรถ,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0104491,100.5224178
ปทุมธานี,สภ.เมืองปทุมธานี,เสาร์,ทล.307,คอนกรีต,ทางหลัก,ทางตรง/ จุดกลับรถ,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,แสงแดด,14.0099983,100.5222939
ปทุมธานี,สภ.เมืองปทุมธานี,จันทร์,ทล.346,คอนกรีต,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากทางขนาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0296495,100.5216119
ปทุมธานี,สภ.สามโคก,อังคาร,ทล.9,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางขึ้นสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),14.0951968,100.5215451
ปทุมธานี,สภ.สามโคก,พุธ,ทล.9,แอสฟัลท์/ลาดยาง,ทางขนาน,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),14.0946197,100.5214668
ปทุมธานี,สภ.เมืองปทุมธานี,เสาร์,ทล.307,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0057636,100.5211049
ปทุมธานี,สภ.สามโคก,พุธ,ทล.3111,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากทางขนาน/ ทางขึ้นสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0740852,100.521001
ปทุมธานี,สภ.สามโคก,ศุกร์,ทล.3111,แอสฟัลท์/ลาดยาง,สะพานข้ามคลอง,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0758491,100.5208867
นนทบุรี,สภ.รัตนาธิเบศร์,อังคาร,ทล.302,แอสฟัลท์/ลาดยาง,สะพานข้ามแยก,ทางลงสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.8591105,100.5208427
ปทุมธานี,สภ.เมืองปทุมธานี,พุธ,ทล.346,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0295557,100.5199984
นนทบุรี,สภ.เมืองนนทบุรี,อังคาร,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8557282,100.519769
ปทุมธานี,สภ.สามโคก,พฤหัส,ทล.3111,แอสฟัลท์/ลาดยาง,ทางหลัก,จุดกลับรถ,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงสลัว (เช้ามืด/พลบค่ำ),14.0868544,100.5195751
นนทบุรี,สภ.ปากเกร็ด,อังคาร,สะพานเลี่ยงเมืองนนทบุรี,คอนกรีต,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.921323,100.5195268
นนทบุรี,สภ.ปากเกร็ด,อังคาร,ทล.304,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9060036,100.5190807
นนทบุรี,สภ.เมืองนนทบุรี,ศุกร์,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีแต่ไม่ชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8543301,100.5188117
นนทบุรี,สภ.ปากเกร็ด,ศุกร์,ทล.304,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,แสงแดด,13.9060568,100.5186571
ปทุมธานี,สภ.เมืองปทุมธานี,เสาร์,ทล.307,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9988614,100.5185555
ปทุมธานี,สภ.เมืองปทุมธานี,เสาร์,ทล.307,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9988614,100.5185555
นนทบุรี,สภ.รัตนาธิเบศร์,ศุกร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,เปียก,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน,13.868504,100.518548
ปทุมธานี,สภ.เมืองปทุมธานี,จันทร์,ทล.307,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9987763,100.5185255
นนทบุรี,สภ.ปากเกร็ด,อาทิตย์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากซอย,แห้ง,เรียบ (Smooth),ไม่มี,ไม่มี,กลางคืนมีไฟถนน,13.9192828,100.5178512
นนทบุรี,สภ.รัตนาธิเบศร์,พฤหัส,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8700691,100.5177472
ปทุมธานี,สภ.เมืองปทุมธานี,เสาร์,ทล.345,คอนกรีต,ทางหลัก,เป็นทางตรง เชื่อมต่อกับทางลงสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9606185,100.5175302
ปทุมธานี,สภ.เมืองปทุมธานี,เสาร์,ทล.345,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางลงสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9606185,100.5175302
ปทุมธานี,สภ.เมืองปทุมธานี,เสาร์,ทล.345,คอนกรีต,ทางหลัก,ทางตรง/ ทางลงสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9606185,100.5175302
ปทุมธานี,สภ.เมืองปทุมธานี,เสาร์,ทล.345,คอนกรีต,ทางหลัก,ทางตรง/ ทางลงสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9606185,100.5175302
ปทุมธานี,สภ.สามโคก,พฤหัส,ถนนเลียบคลองวัว,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,มืด,14.0986907,100.5173136
นนทบุรี,สภ.รัตนาธิเบศร์,อังคาร,ทล.302,คอนกรีต,ทางหลัก,ทางตรง/ ทางขึ้นสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงสลัว (เช้ามืด/พลบค่ำ),13.859719,100.5171661
นนทบุรี,สภ.ปากเกร็ด,อาทิตย์,นบ.3019,คอนกรีต,ทางขนาน,ทางตรง/ ทางเข้า-ออกจากทางขนาน/ ทางลงสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9076255,100.516823
นนทบุรี,สภ.เมืองนนทบุรี,พฤหัส,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8734856,100.5166406
นนทบุรี,สภ.เมืองนนทบุรี,อาทิตย์,ถนนกรุงเทพ-นนทบุรี,คอนกรีต,ทางหลัก,ทางตรง/ จุดกลับรถ,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8381647,100.5166053
นนทบุรี,สภ.ปากเกร็ด,เสาร์,ทล.304,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ สามแยก,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),ไม่มี,ไม่มี,แสงสลัว (เช้ามืด/พลบค่ำ),13.9062353,100.5165152
ปทุมธานี,สภ.เมืองปทุมธานี,ศุกร์,ทล.307,คอนกรีต,ทางหลัก,ทางขึ้นสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9928035,100.5164335
นนทบุรี,สภ.เมืองนนทบุรี,เสาร์,แยกประชาราษฏร์,คอนกรีต,ทางหลัก,สามแยก,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,แสงแดด,13.8148462,100.5163299
นนทบุรี,สภ.รัตนาธิเบศร์,อังคาร,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,แสงสลัว (เช้ามืด/พลบค่ำ),13.8745858,100.5162224
ปทุมธานี,สภ.เมืองปทุมธานี,จันทร์,ทล.346,แอสฟัลท์/ลาดยาง,ทางขนาน,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0282101,100.5161996
นนทบุรี,สภ.ปลายบาง,อาทิตย์,ทล.304,คอนกรีต,ทางหลัก,ทางตรง,เปียก,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงสลัว (เช้ามืด/พลบค่ำ),13.9062706,100.5161017
นนทบุรี,สภ.รัตนาธิเบศร์,อังคาร,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.8745726,100.5160241
นนทบุรี,สภ.รัตนาธิเบศร์,เสาร์,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,น้ำขัง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8754661,100.5156866
ปทุมธานี,สภ.เมืองปทุมธานี,จันทร์,ทล.307,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),,ไม่มี,แสงสลัว (เช้ามืด/พลบค่ำ),13.9900099,100.5154357
นนทบุรี,สภ.รัตนาธิเบศร์,อังคาร,นบ.3019,แอสฟัลท์/ลาดยาง,ทางหลัก,สามแยก,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน,13.8868509,100.5148391
นนทบุรี,สภ.รัตนาธิเบศร์,จันทร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ สามแยก,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,แสงแดด,13.8783477,100.5147931
ปทุมธานี,สภ.เมืองปทุมธานี,อังคาร,ทล.307,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีแต่ไม่ชัดเจน,ไม่มี,แสงแดด,13.9826548,100.5147827
ปทุมธานี,สภ.เมืองปทุมธานี,ศุกร์,ทล.3305,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),ไม่มี,ไม่มี,มืด,14.0218549,100.5147401
นนทบุรี,สภ.ปากเกร็ด,จันทร์,ทล.304,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9064159,100.5147401
ปทุมธานี,สภ.เมืองปทุมธานี,อาทิตย์,ทล.307,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,เปียก,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน,13.9835443,100.5146646
ปทุมธานี,สภ.เมืองปทุมธานี,อังคาร,ทล.307,คอนกรีต,ทางหลัก,ทางตรง/ จุดกลับรถ,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9796967,100.5146
นนทบุรี,สภ.เมืองนนทบุรี,พุธ,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.8474397,100.5141008
นนทบุรี,สภ.เมืองนนทบุรี,พุธ,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,แสงแดด,13.8475936,100.5140167
นนทบุรี,สภ.รัตนาธิเบศร์,อังคาร,นบ.3019,คอนกรีต,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.8869485,100.5137493
ปทุมธานี,สภ.เมืองปทุมธานี,อาทิตย์,ทล.307,คอนกรีต,ทางหลัก,จุดกลับรถ,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9671325,100.5136183
ปทุมธานี,สภ.เมืองปทุมธานี,พฤหัส,ทล.307,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9615461,100.5134631
ปทุมธานี,สภ.สามโคก,ศุกร์,ทล.9,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ จุดกลับรถ,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0886456,100.5133261
นนทบุรี,สภ.ปากเกร็ด,จันทร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงสลัว (เช้ามืด/พลบค่ำ),13.9150982,100.5126094
นนทบุรี,สภ.รัตนาธิเบศร์,พุธ,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.8845817,100.5122493
ปทุมธานี,สภ.เมืองปทุมธานี,จันทร์,ทล.307,คอนกรีต,ทางหลัก,ทางตรง/ จุดกลับรถ,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน,13.9675833,100.5121396
นนทบุรี,สภ.บางแม่นาง,อังคาร,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),,ไม่มี,แสงแดด,13.8439581,100.5117833
ปทุมธานี,สภ.เมืองปทุมธานี,จันทร์,สะพานข้ามแยกบางคูวัด,แอสฟัลท์/ลาดยาง,สะพานข้ามแยก,ทางลงสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนไม่มีไฟถนน (มีเสาไฟแต่ใช้การไม่ได้),13.9586824,100.51172
ปทุมธานี,สภ.เมืองปทุมธานี,จันทร์,ทล.346,คอนกรีต,ทางขนาน,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,14.0230378,100.5115988
นนทบุรี,สภ.รัตนาธิเบศร์,,ทล.306,แอสฟัลท์/ลาดยาง,,ทางตรง/ สามแยก,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่สามารถประเมินได้,แสงแดด,13.886288,100.511576
นนทบุรี,สภ.เมืองนนทบุรี,อาทิตย์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ บนสะพานข้ามแยก,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8435602,100.5114014
ปทุมธานี,สภ.เมืองปทุมธานี,อังคาร,ทล.346,แอสฟัลท์/ลาดยาง,ทางขนาน,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,มืด,14.0261469,100.5112628
นนทบุรี,สภ.เมืองนนทบุรี,เสาร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8433329,100.5112401
นนทบุรี,สภ.รัตนาธิเบศร์,ศุกร์,ทล.306,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.888034,100.5109681
นนทบุรี,สภ.รัตนาธิเบศร์,ศุกร์,นบ.ถ 2-0017,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกปั๊มแก้ส,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.8786993,100.5107138
นนทบุรี,สภ.บางกรวย,จันทร์,ถนนจรัญสนิทวงศ์,แอสฟัลท์/ลาดยาง,ทางตรงก่อนถึงวงเวียน,สี่แยก/ วงเวียน,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.8088024,100.5100404
นนทบุรี,สภ.เมืองนนทบุรี,ศุกร์,ถนนซอยพิบูลสงคราม 22 ,แอสฟัลท์/ลาดยาง,ซอย/ตรอก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8333425,100.509695
นนทบุรี,สภ.เมืองนนทบุรี,พุธ,นบ.1020,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.8400006,100.5088247
ปทุมธานี,สภ.เมืองปทุมธานี,พฤหัส,ทล.345,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางลงสะพาน,แห้ง,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีแต่ไม่ชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9590832,100.5087386
นนทบุรี,สภ.ปากเกร็ด,อังคาร,ซอยสุขาประชาสรรค์2,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9338385,100.5086647
นนทบุรี,สภ.เมืองนนทบุรี,พุธ,นบ.1020,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง/ ทางเข้า-ออกจากทางขนาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8392354,100.5082008
ปทุมธานี,สภ.เมืองปทุมธานี,จันทร์,ทางต่างระดับปทุมธานี,แอสฟัลท์/ลาดยาง,สะพานต่างระดับ/ทางต่างระดับ,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0229215,100.5074385
ปทุมธานี,สภ.รัตนาธิเบศร์,จันทร์,ทล.302,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8611381,100.5074217
ปทุมธานี,สภ.เมืองปทุมธานี,อาทิตย์,แยกต่างระดับปทุมธานี,แอสฟัลท์/ลาดยาง,สะพานต่างระดับ/ทางต่างระดับ,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0228051,100.5070805
ปทุมธานี,สภ.เมืองปทุมธานี,ศุกร์,แยกต่างระดับปทุมธานี,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางขึ้นสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,14.0228851,100.5060998
นนทบุรี,สภ.ปากเกร็ด,เสาร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.901644,100.5060201
นนทบุรี,สภ.ปากเกร็ด,อังคาร,ทล.306,คอนกรีต,ทางหลัก,ทางขึ้นสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,แสงแดด,13.9096248,100.5059534
นนทบุรี,สภ.ปากเกร็ด,จันทร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9087829,100.5052355
นนทบุรี,สภ.เมืองนนทบุรี,พุธ,ถนนประชาราษฏร์,คอนกรีต,ทางหลัก,ทางตรง,เปียก,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน,13.8438707,100.5051162
นนทบุรี,สภ.เมืองนนทบุรี,จันทร์,นบ.1020,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8361562,100.5050288
นนทบุรี,สภ.ปากเกร็ด,อาทิตย์,สะพานพระราม4,แอสฟัลท์/ลาดยาง,สะพานข้ามแม่น้ำ,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9074718,100.5048235
นนทบุรี,สภ.ปากเกร็ด,อาทิตย์,สะพานพระราม4,แอสฟัลท์/ลาดยาง,สะพานข้ามแยก,ทางตรง/ ทางลงสะพาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9074718,100.5048235
นนทบุรี,สภ.ปากเกร็ด,พฤหัส,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,สี่แยก,มีทรายบนผิวทาง,เรียบ (Smooth),มีและชัดเจน,ไม่สามารถประเมินได้,แสงแดด,13.908048,100.504779
นนทบุรี,สภ.ปากเกร็ด,พฤหัส,ถนนสุขาประชาสรรค์ 2 ,คอนกรีต,ทางหลัก,ทางโค้ง,เปียก,ไม่สม่ำเสมอ (Uneven) (ซ่อมทางด้วยยางมะตอยจนเป็นเนินเล็กๆ),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.9239731,100.5047409
นนทบุรี,สภ.ปากเกร็ด,เสาร์,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางโค้ง/ อุโมงค์,แห้ง,เรียบ (Smooth),มีและชัดเจน,มีและใช้การได้ปกติ,กลางคืนมีไฟถนน,13.9075862,100.5043881
นนทบุรี,สภ.ปากเกร็ด,พฤหัส,อุโมงค์ห้าแยกปากเกร็ด,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางโค้ง/ อุโมงค์,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9072323,100.5041388
ปทุมธานี,สภ.เมืองปทุมธานี,ศุกร์,ซอยวัดไพร่ฟ้า,คอนกรีต,ทางหลัก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน (ไม่เพียงพอ),13.9873985,100.5041254
นนทบุรี,สภ.เมืองนนทบุรี,อังคาร,นบ.1020,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางเข้า-ออกจากทางขนาน,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,มืด,13.8357504,100.5040312
นนทบุรี,สภ.เมืองนนทบุรี,อังคาร,ทล.306,แอสฟัลท์/ลาดยาง,ทางหลัก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.8228012,100.504008
นนทบุรี,สภ.ปากเกร็ด,อาทิตย์,สะพานพระราม4,คอนกรีต,สะพานข้ามแยก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9075564,100.5039786
นนทบุรี,สภ.ปากเกร็ด,เสาร์,สะพานพระราม4,แอสฟัลท์/ลาดยาง,สะพานข้ามแยก,ทางตรง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,แสงแดด,13.9075573,100.5039686
นนทบุรี,สภ.ปากเกร็ด,จันทร์,สะพานพระราม4,แอสฟัลท์/ลาดยาง,สะพานข้ามแยก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.907508,100.503861
นนทบุรี,สภ.ปากเกร็ด,อาทิตย์,สะพานพระราม4,แอสฟัลท์/ลาดยาง,สะพานข้ามแยก,ทางโค้ง,แห้ง,เรียบ (Smooth),มีและชัดเจน,ไม่มี,กลางคืนมีไฟถนน,13.907508,100.503861
